3.85	0.15000000000000002	0
3.85	0.25	0
3.85	0.35000000000000003	0
3.85	0.45	0
3.85	0.55	0
3.85	0.65	0
3.85	0.75	0
3.85	0.8500000000000001	0
3.85	0.9500000000000001	1.550833514426199
4.15	0.15000000000000002	0
4.15	0.25	0
4.15	0.35000000000000003	0
4.15	0.45	0
4.15	0.55	0
4.15	0.65	0
4.15	0.75	0
4.15	0.8500000000000001	0
4.15	0.9500000000000001	1.6978734383040228
4.45	0.15000000000000002	0
4.45	0.25	0
4.45	0.35000000000000003	0
4.45	0.45	0
4.45	0.55	0
4.45	0.65	0
4.45	0.75	0
4.45	0.8500000000000001	0
4.45	0.9500000000000001	1.5462648558068437
4.75	0.15000000000000002	0
4.75	0.25	0
4.75	0.35000000000000003	0
4.75	0.45	0
4.75	0.55	0.0000226312
4.75	0.65	0.00014140066666666666
4.75	0.75	0
4.75	0.8500000000000001	0
4.75	0.9500000000000001	1.1298300223573203
5.05	0.15000000000000002	0
5.05	0.25	0
5.05	0.35000000000000003	0
5.05	0.45	1.4663600000000002e-6
5.05	0.55	0
5.05	0.65	0
5.05	0.75	0.000028722600000000002
5.05	0.8500000000000001	0.00034884793333333337
5.05	0.9500000000000001	0.7827492797260529
5.35	0.15000000000000002	0
5.35	0.25	0
5.35	0.35000000000000003	0
5.35	0.45	7.173766666666668e-10
5.35	0.55	2.17975e-6
5.35	0.65	0.0008208636666666668
5.35	0.75	7.686156666666667e-6
5.35	0.8500000000000001	0.0010933994566666668
5.35	0.9500000000000001	0.42259429652397396
5.65	0.15000000000000002	0
5.65	0.25	0
5.65	0.35000000000000003	0
5.65	0.45	0.0000177022
5.65	0.55	0.00005680100000000001
5.65	0.65	0.004413638616666667
5.65	0.75	0.0001301888633333333
5.65	0.8500000000000001	0.0001890429294666667
5.65	0.9500000000000001	0.2544827850067662
5.95	0.15000000000000002	0
5.95	0.25	0
5.95	0.35000000000000003	5.9596000000000005e-6
5.95	0.45	0
5.95	0.55	0.000057061790000000084
5.95	0.65	0.000042254260000000004
5.95	0.75	0.0009104887566666668
5.95	0.8500000000000001	0.00015448457333333332
